run_id,condition,guidance_window,t_start,t_end,guidance_scale,seed,n_generated,classifier_mean_confidence,classifier_mean_loss,runtime_seconds,artifact_path,timestamp,notebook_slug,kernel_version
mid_seed3,minority-mid,mid,333,667,3.5,3,1,0.2418660968542099,1.4193710088729858,81.15539240837097,/kaggle/working/minority-guidance/results/mid_seed3/samples_1x256x256x3.npz,2026-05-18T20:57:19.450414+00:00,vittorialanzo/windowed-minority-guidance-extended,17
late_seed3,minority-late,late,667,1000,3.5,3,1,4.443881607585354e-06,12.323982238769531,81.33789777755737,/kaggle/working/minority-guidance/results/late_seed3/samples_1x256x256x3.npz,2026-05-18T20:58:45.479960+00:00,vittorialanzo/windowed-minority-guidance-extended,17
baseline_seed4,baseline,none,0,0,0.0,4,1,1.2268584725916298e-07,15.913639068603516,74.59380912780762,/kaggle/working/minority-guidance/results/baseline_seed4/samples_1x256x256x3.npz,2026-05-18T21:00:04.691584+00:00,vittorialanzo/windowed-minority-guidance-extended,17
full_seed4,minority-full,full,0,1000,3.5,4,1,0.6077126860618591,0.49805310368537903,92.83082008361816,/kaggle/working/minority-guidance/results/full_seed4/samples_1x256x256x3.npz,2026-05-18T21:01:42.270213+00:00,vittorialanzo/windowed-minority-guidance-extended,17
early_seed4,minority-early,early,0,333,3.5,4,1,4.656253338453098e-07,14.57988452911377,81.38298344612122,/kaggle/working/minority-guidance/results/early_seed4/samples_1x256x256x3.npz,2026-05-18T21:03:08.618385+00:00,vittorialanzo/windowed-minority-guidance-extended,17
mid_seed4,minority-mid,mid,333,667,3.5,4,1,0.011306931264698505,4.482339382171631,81.46958684921265,/kaggle/working/minority-guidance/results/mid_seed4/samples_1x256x256x3.npz,2026-05-18T21:04:34.709245+00:00,vittorialanzo/windowed-minority-guidance-extended,17
late_seed4,minority-late,late,667,1000,3.5,4,1,1.4517845556838438e-06,13.442716598510742,81.29023599624634,/kaggle/working/minority-guidance/results/late_seed4/samples_1x256x256x3.npz,2026-05-18T21:06:00.903765+00:00,vittorialanzo/windowed-minority-guidance-extended,17
baseline_seed5,baseline,none,0,0,0.0,5,1,0.0003527096414472908,7.949865341186523,74.67896485328674,/kaggle/working/minority-guidance/results/baseline_seed5/samples_1x256x256x3.npz,2026-05-18T21:07:20.328349+00:00,vittorialanzo/windowed-minority-guidance-extended,17
full_seed5,minority-full,full,0,1000,3.5,5,1,0.7011420130729675,0.3550448417663574,92.76107811927795,/kaggle/working/minority-guidance/results/full_seed5/samples_1x256x256x3.npz,2026-05-18T21:08:57.701038+00:00,vittorialanzo/windowed-minority-guidance-extended,17
early_seed5,minority-early,early,0,333,3.5,5,1,0.014612517319619656,4.225876808166504,80.9778401851654,/kaggle/working/minority-guidance/results/early_seed5/samples_1x256x256x3.npz,2026-05-18T21:10:23.328347+00:00,vittorialanzo/windowed-minority-guidance-extended,17
mid_seed5,minority-mid,mid,333,667,3.5,5,1,0.38951587677001953,0.9428505897521973,81.04498267173767,/kaggle/working/minority-guidance/results/mid_seed5/samples_1x256x256x3.npz,2026-05-18T21:11:49.098085+00:00,vittorialanzo/windowed-minority-guidance-extended,17
late_seed5,minority-late,late,667,1000,3.5,5,1,0.004546202719211578,5.393463134765625,80.78945088386536,/kaggle/working/minority-guidance/results/late_seed5/samples_1x256x256x3.npz,2026-05-18T21:13:14.468674+00:00,vittorialanzo/windowed-minority-guidance-extended,17
baseline_seed6,baseline,none,0,0,0.0,6,1,2.2029957108316012e-05,10.72310733795166,74.36633038520813,/kaggle/working/minority-guidance/results/baseline_seed6/samples_1x256x256x3.npz,2026-05-18T21:14:33.492138+00:00,vittorialanzo/windowed-minority-guidance-extended,17
full_seed6,minority-full,full,0,1000,3.5,6,1,0.8110629916191101,0.20940954983234406,92.44846820831299,/kaggle/working/minority-guidance/results/full_seed6/samples_1x256x256x3.npz,2026-05-18T21:16:10.495148+00:00,vittorialanzo/windowed-minority-guidance-extended,17
early_seed6,minority-early,early,0,333,3.5,6,1,0.00015271712618414313,8.7869234085083,80.58337736129761,/kaggle/working/minority-guidance/results/early_seed6/samples_1x256x256x3.npz,2026-05-18T21:17:35.568261+00:00,vittorialanzo/windowed-minority-guidance-extended,17
mid_seed6,minority-mid,mid,333,667,3.5,6,1,0.006944914814084768,4.969745635986328,80.74197626113892,/kaggle/working/minority-guidance/results/mid_seed6/samples_1x256x256x3.npz,2026-05-18T21:19:00.830038+00:00,vittorialanzo/windowed-minority-guidance-extended,17
late_seed6,minority-late,late,667,1000,3.5,6,1,0.008338524959981441,4.786869049072266,80.66192293167114,/kaggle/working/minority-guidance/results/late_seed6/samples_1x256x256x3.npz,2026-05-18T21:20:25.954224+00:00,vittorialanzo/windowed-minority-guidance-extended,17
baseline_seed7,baseline,none,0,0,0.0,7,1,6.616700716222113e-07,14.228498458862305,74.34939765930176,/kaggle/working/minority-guidance/results/baseline_seed7/samples_1x256x256x3.npz,2026-05-18T21:21:44.788385+00:00,vittorialanzo/windowed-minority-guidance-extended,17
full_seed7,minority-full,full,0,1000,3.5,7,1,0.9574438333511353,0.043488189578056335,92.14966011047363,/kaggle/working/minority-guidance/results/full_seed7/samples_1x256x256x3.npz,2026-05-18T21:23:21.493259+00:00,vittorialanzo/windowed-minority-guidance-extended,17
early_seed7,minority-early,early,0,333,3.5,7,1,0.0176884513348341,4.034843444824219,80.64030957221985,/kaggle/working/minority-guidance/results/early_seed7/samples_1x256x256x3.npz,2026-05-18T21:24:46.694417+00:00,vittorialanzo/windowed-minority-guidance-extended,17
mid_seed7,minority-mid,mid,333,667,3.5,7,1,0.1595470905303955,1.8354160785675049,80.68504881858826,/kaggle/working/minority-guidance/results/mid_seed7/samples_1x256x256x3.npz,2026-05-18T21:26:11.876529+00:00,vittorialanzo/windowed-minority-guidance-extended,17
late_seed7,minority-late,late,667,1000,3.5,7,1,0.00994072575122118,4.611115455627441,80.63553643226624,/kaggle/working/minority-guidance/results/late_seed7/samples_1x256x256x3.npz,2026-05-18T21:27:37.051160+00:00,vittorialanzo/windowed-minority-guidance-extended,17
baseline_seed8,baseline,none,0,0,0.0,8,1,3.733830453711562e-06,12.498075485229492,74.21108555793762,/kaggle/working/minority-guidance/results/baseline_seed8/samples_1x256x256x3.npz,2026-05-18T21:28:55.729245+00:00,vittorialanzo/windowed-minority-guidance-extended,17
full_seed8,minority-full,full,0,1000,3.5,8,1,0.8341580033302307,0.18133246898651123,91.99526000022888,/kaggle/working/minority-guidance/results/full_seed8/samples_1x256x256x3.npz,2026-05-18T21:30:32.180783+00:00,vittorialanzo/windowed-minority-guidance-extended,17
early_seed8,minority-early,early,0,333,3.5,8,1,0.0008413390023633838,7.0805158615112305,80.53431510925293,/kaggle/working/minority-guidance/results/early_seed8/samples_1x256x256x3.npz,2026-05-18T21:31:57.164688+00:00,vittorialanzo/windowed-minority-guidance-extended,17
mid_seed8,minority-mid,mid,333,667,3.5,8,1,0.07463625073432922,2.5951290130615234,80.50725746154785,/kaggle/working/minority-guidance/results/mid_seed8/samples_1x256x256x3.npz,2026-05-18T21:33:22.246047+00:00,vittorialanzo/windowed-minority-guidance-extended,17
late_seed8,minority-late,late,667,1000,3.5,8,1,0.02035590633749962,3.8943843841552734,80.34500312805176,/kaggle/working/minority-guidance/results/late_seed8/samples_1x256x256x3.npz,2026-05-18T21:34:47.089730+00:00,vittorialanzo/windowed-minority-guidance-extended,17
baseline_seed9,baseline,none,0,0,0.0,9,1,0.007228067610412836,4.929783821105957,74.166512966156,/kaggle/working/minority-guidance/results/baseline_seed9/samples_1x256x256x3.npz,2026-05-18T21:36:05.704161+00:00,vittorialanzo/windowed-minority-guidance-extended,17
full_seed9,minority-full,full,0,1000,3.5,9,1,0.7647891640663147,0.26815512776374817,91.96039319038391,/kaggle/working/minority-guidance/results/full_seed9/samples_1x256x256x3.npz,2026-05-18T21:37:42.111558+00:00,vittorialanzo/windowed-minority-guidance-extended,17
early_seed9,minority-early,early,0,333,3.5,9,1,0.1355842500925064,1.9981621503829956,80.54216885566711,/kaggle/working/minority-guidance/results/early_seed9/samples_1x256x256x3.npz,2026-05-18T21:39:07.081722+00:00,vittorialanzo/windowed-minority-guidance-extended,17
mid_seed9,minority-mid,mid,333,667,3.5,9,1,0.4412311911582947,0.8181862831115723,80.70795798301697,/kaggle/working/minority-guidance/results/mid_seed9/samples_1x256x256x3.npz,2026-05-18T21:40:32.334192+00:00,vittorialanzo/windowed-minority-guidance-extended,17
late_seed9,minority-late,late,667,1000,3.5,9,1,0.001996119972318411,6.216549873352051,80.40298700332642,/kaggle/working/minority-guidance/results/late_seed9/samples_1x256x256x3.npz,2026-05-18T21:41:57.229901+00:00,vittorialanzo/windowed-minority-guidance-extended,17
baseline_seed10,baseline,none,0,0,0.0,10,1,3.5909732105210423e-05,10.234501838684082,74.31628394126892,/kaggle/working/minority-guidance/results/baseline_seed10/samples_1x256x256x3.npz,2026-05-18T21:43:15.981497+00:00,vittorialanzo/windowed-minority-guidance-extended,17
full_seed10,minority-full,full,0,1000,3.5,10,1,0.9436360001564026,0.058014772832393646,91.85562562942505,/kaggle/working/minority-guidance/results/full_seed10/samples_1x256x256x3.npz,2026-05-18T21:44:52.311733+00:00,vittorialanzo/windowed-minority-guidance-extended,17
early_seed10,minority-early,early,0,333,3.5,10,1,0.016713382676243782,4.091545104980469,80.45081448554993,/kaggle/working/minority-guidance/results/early_seed10/samples_1x256x256x3.npz,2026-05-18T21:46:17.178197+00:00,vittorialanzo/windowed-minority-guidance-extended,17
mid_seed10,minority-mid,mid,333,667,3.5,10,1,0.6777485013008118,0.3889789581298828,80.5695447921753,/kaggle/working/minority-guidance/results/mid_seed10/samples_1x256x256x3.npz,2026-05-18T21:47:42.272634+00:00,vittorialanzo/windowed-minority-guidance-extended,17
late_seed10,minority-late,late,667,1000,3.5,10,1,0.8381588459014893,0.17654764652252197,80.40573453903198,/kaggle/working/minority-guidance/results/late_seed10/samples_1x256x256x3.npz,2026-05-18T21:49:07.108172+00:00,vittorialanzo/windowed-minority-guidance-extended,17
